TYPE,LATITUDE,LONGITUDe,SUSTAINED WINDS
TD,16.6,120.2,30
TS,16.9,120.7,45
TS,17.3,122.9,45
TS,17.7,125.1,55
TS,18,126.8,55
TS,18.3,128.4,55
TS,18.7,129.9,45
TS,19.2,131.3,45
TS,19.6,132.3,35
TD,19.9,133.3,25
TD,20,134.3,25
TD,20,135.3,25
TD,20,136.3,25
TD,20.1,137.3,25
TD,20.2,138,25
TD,20.4,138.9,25
TD,20.7,140,25
TD,21,141,25
TD,21.3,142.2,25
TD,21.6,143.2,25
TD,21.8,144.2,25
TD,22,145,25
TD,22.5,146.2,25
TD,22.8,147.3,25
TD,23.4,148.7,25
TD,24,150,25
TD,24.3,151.2,25
TD,24.5,152.2,25
TD,24.7,153.2,25
TD,25,154,25
TD,25.5,155.4,25
TD,26,156.7,25
TD,26.5,157.8,25
TD,27,158,25
TS,13,98,45
TS,13.6,100,45
TS,14.3,102,45
TS,15,103.6,45
TS,15.7,105.1,45
TS,16.3,106.2,45
TS,16.9,107.2,45
TS,17.8,108.5,45
TS,18.7,109.7,45
TS,19.5,110.9,45
TS,20.4,112.1,45
TS,21.4,113.3,45
TS,22.4,114.5,45
TS,23.3,115.5,45
TS,24.3,116.4,45
TD,14.9,119.2,25
TD,14.6,120.1,25
TD,14.4,121.1,25
TD,14.1,122.1,25
TD,13.9,123.2,25
TD,13.9,124.5,25
TD,14.1,125.9,25
TS,14.3,127.3,45
TS,14.6,128.7,45
TS,14.9,129.6,45
TS,15.2,130.4,45
TS,15.6,131.4,45
TS,16.1,132.3,45
TS,16.5,132.8,45
TS,17,133.3,45
TS,17.3,133.8,45
TS,17.7,134.3,45
TS,18,134.7,45
TS,18.4,135.1,45
TS,18.8,135.5,45
TS,19.3,135.9,45
TS,13.3,106.9,45
TS,13.8,107.6,45
TS,14.3,108.3,45
TS,14.8,108.8,45
TS,15.3,109.4,45
TS,16.3,111.4,45
TS,17.5,113.7,45
TS,18.3,114.7,45
TS,19,115.8,45
TS,19.6,117.1,45
TS,20,118.3,45
TS,20.3,119.3,60
TS,20.5,120.3,45
TS,20.6,121.3,45
TS,20.6,122.2,45
TS,20.5,122.9,45
TS,20.4,123.6,45
TS,20.2,124.6,45
TS,20,125.7,45
TS,20.1,126.7,45
TS,20.5,127.7,45
TS,21.2,128.6,45
TS,22,129.3,45
TS,22.6,129.8,35
TS,23,130,35
TS,15,111,45
TS,16.4,114.1,45
TS,17.3,116,45
TS,17.8,117,60
HU,18.3,117.9,75
HU,18.9,119,75
HU,19.4,120,75
HU,19.9,120.8,75
TS,20.4,121.6,45
TS,21,122.4,45
TS,21.6,123.1,45
TS,22.3,123.7,45
TS,22.9,124.3,45
TS,23.4,124.8,45
TS,23.7,125.3,45
TS,23.9,125.7,45
TS,24,126,45
TS,17.8,107.2,45
TS,18.2,108,45
TS,18.9,108.8,45
TS,19.9,109.7,45
HU,20.9,110.7,75
HU,21.9,111.4,75
HU,22.9,111.8,75
HU,24.6,111.3,75
HU,26.3,111,75
HU,27.2,111.6,75
HU,28.1,112.4,75
HU,29,113.2,75
HU,30,114.1,75
HU,30.9,114.6,75
TS,31.9,114.6,45
TD,32.7,113.4,25
LO,33.2,110.8,20
TS,12.9,107.1,45
TS,12.9,107.9,45
TS,12.8,108.7,45
TS,12.7,109.5,45
TS,12.6,110.4,45
TS,12.8,111.9,45
TS,13.3,113.4,45
HU,14,114.6,75
HU,14.8,115.7,75
HU,15.8,116.9,75
HU,16.8,118.1,75
HU,17.7,119.1,75
HU,18.6,120,75
HU,19.1,120.6,75
HU,19.7,121.2,75
HU,20.6,121.8,65
HU,21.6,122.3,65
HU,22.6,122.6,65
HU,23.6,122.7,65
HU,24.8,122.8,65
TS,25.9,122.5,45
TS,26.8,121.6,45
TS,27.6,120.6,45
TS,28.3,119.9,45
TS,29.1,119.2,45
TS,29.7,119.5,45
TS,30,120.5,45
TS,11.4,150.3,60
TS,11.7,151.8,60
TS,12.4,153.6,60
TS,13.1,155.3,60
TS,14,156.7,55
TS,14.5,158.1,55
TS,15,160,55
TS,15.6,161.2,55
HU,16.3,162.2,65
HU,16.8,163.3,65
TS,17.4,164.3,60
TS,18,165.4,60
TS,18.4,166.6,55
TS,18.5,168.2,55
TS,18.4,169.5,55
TS,18.2,170.7,55
TS,18,172.1,50
TS,18,173.9,50
TS,18,175.8,55
TS,18,177.7,60
TS,18,179.4,60
HU,17.8,178.6,70
HU,17.7,177.1,80
HU,17.6,176.2,90
HU,17.6,175.3,100
HU,17.9,174.1,100
HU,18.2,172.7,100
HU,18.6,171.1,110
HU,18.9,169.4,120
HU,19.1,167.8,120
HU,19.3,166.1,130
HU,19.8,164.8,120
HU,20.2,163.6,110
HU,20.3,162.1,110
HU,20.3,160.8,110
HU,20.2,160,110
HU,20.1,159.4,100
HU,20,158.8,100
HU,20,158.2,100
HU,20.3,157.6,100
HU,20.8,157,90
HU,21.4,156.4,90
HU,22.3,155.8,90
HU,23.7,154.6,90
HU,25.2,153.3,80
HU,26.4,152.7,80
HU,27.6,152.1,80
HU,28.7,150.6,80
HU,29.9,149.1,70
HU,31.2,148.6,70
HU,32.8,148.9,70
HU,34.5,149.7,70
HU,36.4,151.1,70
TS,16,106,50
TS,16.3,106.8,45
TS,16.8,107.2,35
TD,17.1,107.5,25
TD,17.3,107.6,25
TD,17.5,107.7,25
TD,17.6,107.8,25
TD,17.7,107.9,25
TD,17.8,108,25
TD,17.9,108,25
TD,18,108.1,25
TD,18.1,108.4,25
TD,18.2,109.1,25
TD,18.1,109.9,25
TD,18,110.4,25
TD,17.9,110.8,25
TD,17.7,111.1,25
TD,17.5,111.5,25
TD,17.3,111.8,25
TD,17.1,112.2,25
TD,17,112.7,25
TD,17.1,113.2,25
TD,17.2,113.5,25
TD,17.4,113.6,25
TS,17.7,113.6,45
TS,17.9,113.5,45
TS,18.3,113.4,45
TS,18.6,113.2,45
TS,18.8,112.9,45
TS,19,112.6,45
TD,15,113.1,25
TD,15.4,114.6,25
TS,15.6,116.1,45
TS,15.6,116.5,45
TS,15.5,116.9,45
TS,15.5,117.3,45
TS,15.5,117.7,45
TS,15.4,118.2,45
TS,15.4,118.7,45
TS,15.5,119.4,45
TS,15.6,120,45
TS,15.6,120.7,45
TS,15.7,121.3,45
TS,15.8,122.1,45
TS,16,122.8,45
TS,16.2,123.6,45
TS,16.4,124.3,45
TS,16.7,125.1,45
TS,17.1,126,45
TS,17.5,126.9,45
TS,17.9,127.8,45
TS,18.5,128.8,45
TS,19.4,129.5,45
TS,19.7,129.7,45
TS,20,129.8,45
TS,20.2,129.9,45
TS,20.5,129.9,45
TS,20.9,129.4,45
TS,21,128.7,45
TS,21,128.1,45
TS,20.9,127.5,45
TS,20.8,127,45
TS,20.7,126.5,45
TD,13.2,109.1,25
TD,13.3,109.5,25
TD,13.4,109.9,25
TD,13.5,110.4,25
TD,13.6,110.9,25
TD,13.7,111.2,25
TD,13.7,111.6,25
TD,13.7,112.1,25
TD,13.8,112.6,25
TD,13.9,113.1,25
TD,14.1,113.6,25
TD,14.2,113.8,25
TS,14.2,113.9,45
TS,14.3,114.1,45
TS,14.4,114.2,45
TS,14.6,114.4,45
TS,14.9,114.6,45
TS,15.1,114.7,45
TS,15.4,114.7,45
TS,16,114.7,45
TS,16.6,114.6,45
TS,17.1,114.4,45
TS,17.6,114.2,45
TS,18.3,114,45
TS,18.9,113.7,45
TS,19.5,113.4,45
TS,20,113.1,45
TS,21.1,112.7,45
TS,22.3,112.3,45
TS,23.2,111.8,45
TS,24,111.3,45
HU,25.3,110.8,75
HU,26.5,111,90
HU,26.9,111.6,110
HU,27,112.2,75
TS,27.1,112.7,45
TD,27.1,113.2,25
TS,12.8,101.5,45
TS,13.1,102.2,45
TS,13.4,102.9,45
TS,13.8,103.7,45
TS,14.2,104.4,45
TS,14.7,105.3,45
TS,15.2,106.1,45
TS,15.8,107.1,45
HU,16.3,108,75
HU,16.8,108.8,75
HU,17.3,109.5,75
HU,17.9,110.3,75
HU,18.5,111,75
HU,18.9,111.5,75
HU,19.4,112,75
HU,20.1,112.7,75
HU,20.5,113.6,75
TS,20.5,114.3,45
TS,20.4,115.1,45
TS,20.3,116.5,45
TS,20.1,117.9,45
TS,19.9,118.9,45
TS,19.7,119.9,45
TS,19.5,121.4,45
TS,19.3,122.9,45
TS,19.1,124.5,45
TS,18.9,126.1,45
TD,12.6,115.5,25
TD,13,116.5,25
TD,13.3,117.6,25
TD,13.4,118.7,25
TS,13.4,119.7,45
TS,13.3,120.4,45
TS,13.2,121.1,45
TS,13.1,121.8,45
TS,13,122.5,45
TS,12.9,123.3,45
TS,12.7,124,45
TS,12.4,124.9,45
TS,12.1,125.8,45
TS,11.9,126.5,45
TS,11.6,127.3,45
TS,11.2,128.1,45
TD,11,129,25
TD,11.6,129.8,25
TD,12.9,130.3,25
TD,13.8,130.4,25
TD,14.6,130.4,25
TD,15,131.4,25
TD,15,132.3,25
TD,14.9,132.7,25
TD,14.9,133.1,25
TD,15,133.7,25
TD,15.1,134.3,25
TD,15.2,135,25
TD,15.2,135.8,25
TD,15.3,136.5,25
TD,15.5,137.3,25
TD,15.5,138.6,25
TD,15.6,139.9,25
TD,15.8,140.5,25
TD,15.9,141.1,25
TS,15.9,141.9,45
TS,16,142.6,45
TS,16.1,143,45
TS,16.2,143.3,45
TS,16.3,143.9,45
TS,16.4,144.5,45
TS,16.4,144.8,45
TS,16.5,145.2,45
TS,16.6,145.6,45
TS,16.6,146,45
TS,16.7,146.4,45
TS,16.8,146.7,45
TS,17,147.1,45
TS,17.2,147.4,45
TS,17.6,147.6,45
TS,18,147.7,45
TS,18.7,147.7,45
TS,19.5,147.6,45
TS,21,147.6,45
TS,22.5,147.7,45
TS,16.6,102,45
TS,17.4,103.1,45
TS,18.2,104.1,45
TS,18.7,104.6,45
TS,19.3,104.9,45
TS,20.1,105,45
TD,21,105,25
TS,13,103.7,45
TS,13.8,105,45
TS,14.6,106.3,45
TS,15.3,107.2,45
TS,16,108.1,45
TS,16.2,109,45
TS,16.4,109.8,45
TS,16.9,110.8,45
TS,17.5,111.7,45
TS,18.1,111.8,45
TS,18.7,111.9,45
TS,19.3,112.8,45
TS,19.9,113.8,45
TS,20.4,114.5,45
TS,20.9,115.3,45
TS,21.1,116,40
TD,21.3,116.6,25
TD,21.6,117.2,25
TD,22,117.8,25
TD,22.3,118.4,25
TD,22.7,119,25
TD,23.1,119.6,25
TD,23.5,120.1,25
TD,15.6,103.1,25
TD,15.8,103.5,25
TD,15.9,104,25
TS,15.9,104.5,45
TS,15.9,105.1,45
TS,15.9,106.3,45
TS,16,107.7,45
TS,16,108.9,45
TS,16,110,45
TS,16.4,111,45
TS,16.9,111.9,45
TS,17.1,112.6,45
TS,17.4,113.3,45
TS,17.8,114.1,45
TS,18.3,114.9,45
TS,18.8,116.1,45
TS,19.3,117.3,45
TS,19.7,118.5,45
TS,20,119.8,45
TS,20.4,121,45
TS,20.9,122.2,45
TS,21.3,123,45
TD,21.7,123.8,25
TD,22.2,124.9,25
TD,22.6,126,25
TD,23,127.1,25
TD,23.3,128.3,25
TD,11.4,103.1,25
TD,12.6,104.5,25
TD,13.7,106.1,25
TS,14.1,107.1,45
TS,14.4,108.1,45
TS,14.6,109.6,45
TS,14.8,111.2,45
TS,14.9,112.4,45
TS,15,113.6,45
TS,15.1,114.7,45
TS,15.2,115.7,45
TS,15.4,116.9,45
TS,15.7,118.1,45
TD,16,119.1,25
TD,16.4,120,25
TD,16.8,121.4,25
TD,17,122.8,25
TD,16.9,124.1,25
TD,16.8,125.4,25
TD,16.9,126.8,25
TD,17,128.2,25
TD,17,129.5,25
TD,17,130.8,25
TD,11,101,25
TD,11.1,101.5,25
TD,11.2,102.1,25
TD,11.3,102.9,25
TS,11.4,103.9,45
TS,11.5,105.4,45
TS,11.6,107,45
TS,11.7,108.1,45
TS,11.7,109.2,45
TD,11.8,110.3,25
TD,12,111.4,25
TD,11.5,112.2,25
TD,11.1,113,25
TD,11.4,114.6,25
TD,11.8,116.3,25
TD,12.1,117.8,25
TD,12.5,119.3,25
TD,12.9,121.1,25
TD,13.4,122.8,25
TD,14.2,125.1,25
TD,14.9,127.4,25
TD,15.3,128.8,25
TD,15.4,130.3,25
TD,15.3,130.8,25
TD,15.2,131.3,25
TD,15.1,131.9,25
TD,15,132.5,25
TD,14.9,133.3,25
TD,14.8,134.1,25
TD,14.8,135.4,25
TD,14.9,136.7,25
TD,15,138.1,25
TD,15,139.6,25
TD,11.7,103.7,25
TD,11.9,104.7,25
TD,12,105.8,25
TD,12.1,106.9,25
TD,12.1,108,25
TS,12.3,109.6,45
TS,12.7,111.2,45
TS,13,112.2,45
TS,13.3,113.1,45
TS,13.6,113.9,45
TS,13.9,114.7,45
TS,14.3,115.5,45
TS,14.7,116.3,45
HU,15,117.5,75
HU,15.1,118.8,75
HU,15.2,119.8,75
HU,15.3,120.9,75
HU,15.4,122,75
HU,15.5,123.1,75
TS,15.5,124.3,45
TS,15.4,125.6,45
TS,15.5,127,45
TS,15.6,128.4,45
TS,15.7,129.5,45
TS,16,130.5,45
TS,16.5,131.4,45
TS,17.1,132.2,45
TS,17.7,133.1,45
TS,18.2,134,45
TS,18.9,135.1,45
TS,19.5,136.2,45
TS,20.1,137.2,45
TS,20.7,138.1,45
TS,21.2,138.9,45
TD,21.6,139.7,25
TD,21.3,140.4,25
TD,21,141,25
TD,21.3,141.3,25
TD,21.6,141.6,25
TD,22.3,142.4,25
TD,23,143.2,25
TD,11.8,96.8,25
TD,12.3,98,25
TD,12.7,99.3,25
TD,13,100.6,25
TD,13.4,101.8,25
TD,13.9,103,25
TD,14.5,104.1,25
TD,15.5,105.8,25
TS,16.5,107.4,45
TS,17.1,109.3,45
TS,17.7,111.1,45
TD,18.5,112.5,25
TD,19.3,113.9,25
TD,19.8,114.8,25
TD,20.3,115.7,25
TD,17.3,107.9,25
TD,18.6,108,25
TD,19.8,108.2,25
TS,20.5,108.5,45
TS,21.3,108.8,45
TS,22,108.8,45
TS,22.7,108.9,45
TS,23.5,109.1,45
TS,24.4,109.3,45
TS,25.1,109.4,45
TS,25.9,109.6,45
TD,26.9,109.8,25
TD,27.9,109.9,25
TD,28.9,110,25
TD,30,110,25
TD,30.7,110,25
TD,31.4,110.1,25
TD,31.7,110.2,25
TD,32,110.3,25
TD,13,96,25
TD,13.1,96.9,25
TD,13.2,97.8,25
TD,13.5,98.8,25
TS,13.8,99.7,45
TS,14.1,101.2,45
TS,14.4,102.7,45
TS,14.6,104.2,45
TS,14.8,105.7,45
TS,15.2,107.2,45
TS,15.9,108.6,45
TS,16.7,110.1,45
TS,17.6,111.6,45
TS,18.3,113.1,45
TS,19,114.5,45
TS,19.9,115.7,45
TS,20.9,116.9,45
TS,22,118.3,45
TD,23,119.8,25
TD,23.8,121.2,25
TD,24.4,122.6,25
TD,10.1,106.1,25
TD,10.2,107,25
TD,10.4,107.8,25
TD,10.6,108.9,25
TD,10.8,109.9,25
TD,11.1,111,25
TD,11.4,112.1,25
TD,11.7,113.2,25
TD,12.1,114.3,25
TD,12.3,115,25
TS,12.6,115.6,45
TS,12.9,115.6,45
TS,13.2,115.7,45
HU,13.5,116.2,75
HU,13.8,116.8,75
HU,14.6,117.3,75
HU,15.4,117.8,75
HU,16.2,118.4,75
HU,17,119.1,75
TS,17.6,119.7,45
TS,18.2,120.3,45
TS,19,120.8,45
TS,19.9,121.4,45
TD,21.1,122.5,25
TD,22.3,123.7,25
TD,23.7,125.2,25
TD,24.9,126.7,25
TD,25.7,129.1,25
TD,25.6,131.7,25
TD,11.6,101.4,25
TD,11.9,102.6,25
TD,12.2,103.7,25
TD,12.5,104.9,25
TD,12.9,106.1,25
TD,13.4,107.5,25
TD,13.8,108.9,25
TS,13.9,109.9,45
TS,14.1,110.9,45
TS,14.4,111.9,45
TS,14.7,112.9,45
TS,15,114,45
TS,15.4,115.1,45
TS,15.7,116.3,45
TS,16,117.6,45
TS,16,118.6,45
TS,16,119.7,45
TS,16.2,120.6,45
TS,16.4,121.5,45
TS,16.5,122.3,45
TS,16.5,123.2,45
TS,16.4,124.2,45
TD,16.3,125.2,25
TD,16,126.2,25
TD,15.8,127.3,25
TD,15.8,128.1,25
TD,15.8,129,25
TD,15.8,130.3,25
TD,15.7,131.6,25
TD,15.7,132.8,25
TD,15.6,134,25
TD,15.2,135.4,25
TD,14.7,136.8,25
TD,14.2,138.2,25
TD,14.2,139.5,25
TD,14.6,140.3,25
TD,15,141,25
TD,15.5,141.9,25
TD,15.9,142.9,25
TD,16.2,143.8,25
TD,16.3,144.8,25
TD,12.1,101.2,25
TD,12.3,101.6,25
TD,12.4,102.1,25
TS,12.6,103.3,45
TS,12.9,104.7,45
TS,13.2,106.3,45
TS,13.6,107.8,45
HU,14.1,109,75
HU,14.6,110.2,75
HU,15,111.2,75
HU,15.5,112.3,75
HU,16,113.6,75
HU,16.5,114.9,75
HU,16.9,116,75
HU,17.4,117,75
HU,17.9,118,75
HU,18.4,118.9,75
HU,18.7,119.5,75
HU,19.1,120.1,75
HU,19.5,120.5,75
HU,19.9,121,75
TS,20.3,121.7,45
TS,20.7,122.4,45
TS,21,122.7,45
TS,21.3,123,45
TS,21.6,123.3,45
TS,21.9,123.7,45
TS,22.2,124.1,45
TS,22.6,124.6,45
TS,23.1,125.2,45
TS,23.6,125.7,45
TD,23.8,125.9,25
TD,24,126.2,25
TD,24.1,126.7,25
TD,23.9,127.2,25
TD,23.7,127.5,25
TD,23.5,127.8,25
TD,8.8,91.8,25
TS,9.4,92.9,45
TS,10.1,93.9,45
TD,10.8,94.6,25
TD,11.5,95,25
TD,10.9,95.5,25
TD,10.2,95.2,25
TD,12.1,99,25
TD,12.5,100.5,25
TD,13,101.6,25
TD,13.5,102.5,25
TD,14,103.4,25
TD,14.5,104.3,25
TD,15.1,105.2,25
TD,15.8,106.1,25
TD,16.7,106.6,25
TD,17.7,106.9,25
TS,18.6,107.1,45
HU,19.3,107.4,75
HU,20,107.6,75
HU,20.8,107.7,75
HU,21.7,107.6,75
HU,22.5,107.4,75
HU,23.4,107,75
TS,25.3,105.7,45
TD,28.5,103.5,25
TD,15.8,106.8,25
TD,16,107.3,25
TD,16.2,107.9,25
TD,16.4,108.7,25
TD,16.6,109.6,25
TD,16.9,110.6,25
TS,17.3,111.6,45
TS,17.6,112.7,50
TS,17.9,113.9,45
TS,18,114.8,45
TS,18.1,115.8,45
TS,18.4,116.8,45
TS,18.7,117.8,45
TS,18.7,118.7,45
TS,18.7,119.7,45
TS,18.7,120.6,45
TS,18.6,121.6,45
TS,18.5,122.4,45
TS,18.3,123.2,45
TS,18.1,124,45
TS,17.9,124.7,45
TS,17.6,125.7,45
TS,17.3,126.7,45
TS,17.1,127.4,45
TS,16.8,128.1,45
TS,16.5,128.9,45
TD,16.3,129.8,25
TD,16.1,130.7,25
TD,16,131.7,25
TD,15.5,132.7,25
TD,15.1,133.7,25
TD,15.1,134.6,25
TD,15.1,135.6,25
TD,15.1,136.3,25
TD,15.2,136.9,25
TD,13,98.6,25
TD,13.1,98.9,25
TD,13.1,99.2,25
TD,13.1,99.4,25
TD,13.2,99.6,25
TD,13.2,99.8,25
TD,13.3,99.9,25
TD,13.3,100.1,25
TD,13.4,100.3,25
TD,13.5,100.7,25
TD,13.8,101.2,25
TD,14.1,101.8,25
TD,14.4,102.4,25
TS,14.6,103.1,45
TS,14.9,103.7,45
TS,15.1,104.3,45
TS,15.4,104.8,45
TS,15.9,105.4,45
TS,16.7,106.1,45
HU,17.7,106.8,75
HU,18.6,107.6,75
HU,19.4,108.3,75
HU,20.1,109,75
HU,20.7,109.9,75
HU,21.5,110.8,75
HU,22.7,111.3,75
HU,24.1,111.2,75
TS,25.3,110.7,45
TS,26.6,110.1,45
TS,28.1,109.9,45
TD,29.9,109.8,25
TD,12.2,98.1,25
TD,12.9,98.6,25
TD,13.6,99.2,25
TS,14.1,99.7,45
TS,14.7,100.2,45
TS,15.3,100.6,45
TS,15.8,101.1,45
TS,16.2,101.5,45
TS,16.6,102,45
TS,17,102.7,45
TS,17.4,103.5,45
HU,17.7,104.3,75
HU,17.9,105.1,75
HU,18,105.9,75
TS,18.1,106.8,45
TS,18.5,107.9,45
TS,19,109,45
TS,19.5,110.2,45
TS,20.1,111.3,45
TD,20.9,112,25
TD,22,112.4,25
TS,13.5,91.5,45
TS,13.8,91.8,45
TS,14.3,92.2,45
TS,14.7,92.6,35
TS,13.9,103.9,45
TS,14.3,104.8,45
TS,14.4,105.8,45
TS,14,107,45
TS,13.6,108.1,45
TS,13.4,109.5,45
TS,13.3,111,45
TS,13.4,112,45
TS,13.5,112.9,45
TS,13.6,114,45
TS,13.8,115,45
TS,14,116,45
TS,14.2,117,45
TS,14.5,118,45
TS,14.8,118.9,45
TS,15,119.9,45
TS,15.3,120.9,45
TS,15.7,121.8,45
TS,16.1,122.6,45
TS,16.4,123.5,45
TS,16.7,124.4,45
TS,17.3,125.5,45
TS,17.8,126.7,45
TS,18,127.6,45
TS,18.1,128.5,45
TS,18.5,129.8,45
TS,19,131.1,45
TS,19.5,132.1,45
TS,20,133,45
TD,20.5,134,25
TD,21,135,25
TD,21.5,135.9,25
TD,21.9,136.8,25
TD,12.7,91.5,25
TD,13,92.7,25
TD,13.2,92.9,25
TD,13.5,94.1,25
TD,14.1,96.3,25
TS,14.6,98.6,45
TS,14.7,100.8,45
TS,14.8,102.7,45
TS,15.1,104.1,45
TS,15.3,105.4,45
TS,15.5,106.8,45
TS,15.6,108.2,45
TS,15.7,109.2,45
TS,15.8,109.9,45
TS,16,110.5,45
TS,16.3,111,45
TS,16.6,111.4,45
TS,17,111.6,45
TS,17.3,111.6,45
TS,17.7,111.7,45
TS,18,111.7,45
TD,18.3,111.8,25
TD,18.7,111.8,25
TD,19.2,111.9,25
TD,19.7,111.6,25
TD,20.2,111.3,25
TD,20.9,111.8,25
TD,21.7,113.2,25
TD,12.4,102.2,25
TD,11.8,102.9,25
TD,11.3,103.7,25
TD,11,104.7,25
TD,10.9,105.7,25
TD,11,106.3,25
TD,11.2,106.9,25
TS,11.6,107.4,40
TS,12,107.9,45
TS,12.2,108.4,45
TS,12.4,108.8,45
TS,12.6,109.3,45
TS,12.9,109.8,45
TS,13.3,110.5,45
TS,13.6,111.3,45
HU,13.9,112.1,75
HU,14.2,113,75
HU,14.7,114.2,75
HU,15.3,115.3,75
HU,15.7,116.3,75
HU,16.1,117.3,75
HU,16.6,118.4,75
HU,17.1,119.6,75
TS,17.6,121,45
TS,18.1,122.4,45
TS,18.4,123.3,45
TS,18.7,124.3,45
TS,18.9,125.3,45
TD,19,126.3,25
TD,19.1,127.7,25
TD,19.1,129.1,25
TD,19.1,130.7,25
TD,19,132.2,25
TS,13.4,130.4,45
TS,14.3,131.5,45
TS,15.1,132.7,45
TS,15.7,133.9,45
TD,16.1,135.1,25
TD,16,136.7,25
TD,15.4,138.3,25
TS,15.9,107,45
TS,16.3,107.2,45
TS,16.6,107.4,45
TS,16.9,107.6,50
TS,17.2,107.9,50
TS,17.7,108.3,50
TS,18.3,109,50
HU,18.7,109.9,75
HU,19.1,110.8,75
HU,19.6,111.7,75
HU,20,112.6,75
HU,20.4,113.5,75
TS,20.8,114.4,45
TS,21.1,115.4,45
TS,21.4,116.4,45
TD,21.6,117,25
TD,21.7,117.5,25
TD,21.8,117.9,25
TD,21.8,118.3,25
TD,21.8,118.8,25
TD,21.7,119.3,25
TD,21.5,120.1,25
TD,21.3,121,25
TS,20.2,106.7,50
TS,21.3,107.9,50
TS,22.1,109.2,55
TS,22.7,110.7,55
TS,23.1,112.2,35
TD,23.4,113.3,30
TD,23.7,114.5,30
TD,17.1,107.3,25
TD,17.4,108.9,25
TD,17.9,110,25
TD,18.8,110.5,25
TD,19.6,110.6,30
TD,19.8,110.2,30
TD,19.9,109.9,30
TS,20,109.7,40
TS,20.1,109.6,40
TS,20.4,109.6,40
TS,20.7,109.7,45
TS,20.5,109.7,50
TS,20.4,109.8,60
TS,20.9,109.9,60
TS,21.5,110,45
TS,21.8,110.3,45
TS,22.1,110.6,40
TS,22.5,110.8,40
TS,23,111.1,35
TS,23.6,111.9,35
TD,24.1,112.8,30
TD,24.4,113.4,30
TD,24.5,113.9,30
TS,15,100.7,40
TS,15.3,101.5,45
TS,15.7,102.2,50
TS,16.4,103.4,50
TS,17.3,104.6,50
TS,18.1,105.4,50
TS,19,106.2,50
TS,20.1,107,50
HU,21.2,107.8,65
TS,21.9,109.3,55
TS,22.4,110.8,45
TS,23,111.8,45
TS,23.7,112.7,40
TD,24.5,113.5,25
TD,25.2,114.4,25
TD,25.7,115.4,25
TD,25.9,116.5,25
TS,14.5,122.4,45
TS,14.6,123.1,45
TS,14.7,123.7,45
TS,14.9,124.5,55
TS,15.1,125.3,45
TS,15.2,126.1,45
TS,15.4,126.8,45
TS,15.8,127.6,45
TS,16.2,128.3,45
TS,16.4,128.6,45
TS,16.6,128.9,45
TS,16.9,129.4,45
TD,17.1,129.7,25
TD,17.2,129.9,25
TD,17.3,130,25
TD,17.4,130.1,25
TD,17.6,130.3,25
TD,17.9,130.6,25
TD,18.2,131,25
TD,18.8,131.5,25
TD,19.3,132,25
TD,19.7,132.4,25
TD,20,132.8,25
TD,20.4,133.3,25
TD,20.7,133.9,25
TD,21,134.9,25
TD,21.1,135.9,25
TS,15.9,112,45
TS,16,112.7,45
TS,16.1,113.3,45
TS,16.2,113.8,45
TS,16.3,114.3,45
TS,16.5,114.8,45
TS,16.8,115.2,45
TS,17,115.5,45
TS,17.2,115.6,45
TS,17.4,115.4,45
TS,17.5,115.1,45
TS,17.6,114.9,45
TD,17.6,114.6,25
TD,17.6,114.3,25
TD,17.6,114.1,25
TS,14.2,104.1,45
TS,14.9,105.3,55
TS,15.6,106.3,55
TS,16.3,107.1,55
TS,17,107.7,55
HU,17.8,108.1,65
HU,18.6,108.4,65
HU,19.1,108.5,65
HU,19.7,108.5,65
HU,20.8,108.3,65
HU,21.9,107.9,65
HU,23,107.3,65
TS,24,106.7,45
TD,24.8,106,25
TD,25.3,105.2,25
TS,11.1,98.6,45
TS,11.1,99.3,45
TS,11,99.9,45
TS,10.9,100.4,45
TS,10.9,100.9,45
TS,10.9,101.9,45
HU,10.9,102.9,75
HU,10.9,103.8,75
HU,10.9,104.7,75
HU,10.8,105.8,75
HU,10.7,106.9,75
HU,10.6,108.2,75
HU,10.6,109.6,75
HU,10.7,111.2,75
HU,10.8,112.7,75
HU,11,115,75
HU,11.3,117.2,75
HU,11.7,118.4,65
TS,12.3,119.5,60
TS,12.8,120.3,55
TS,13.3,121.2,55
TS,13.6,122.1,50
TS,13.6,123,45
TS,13.5,123.9,45
TS,13.5,124.9,45
TS,13.5,125.8,40
TS,13.6,126.6,35
TS,13.8,127.6,35
TS,14.1,128.6,35
TD,14.5,129.8,30
TD,14.9,130.9,25
TS,13.1,117.4,45
TS,13.4,117.7,45
TS,13.7,118,50
TS,13.9,118.2,50
TS,14.1,118.4,50
TS,14.3,118.6,45
TS,14.5,118.7,45
TS,14.7,118.8,45
TS,14.8,119,35
TD,15.2,119.3,30
TD,15.6,119.5,30
TD,11.4,108.4,25
TS,11.9,108.8,40
TS,12.4,109.3,45
TS,12.9,109.8,45
TS,13.4,110.3,45
TS,13.8,110.7,45
TS,14.3,111.1,45
TS,14.8,111.4,45
TS,15.3,111.8,45
TS,15.7,112.2,45
TS,16.2,112.6,45
TS,16.5,112.9,45
TS,16.8,113.1,45
TS,17.1,113.4,35
TD,17.4,113.7,30
TD,17.5,113.9,30
TD,17.6,114.1,30
TD,15.5,99.9,25
TD,15.6,100.4,25
TD,15.7,100.8,25
TD,15.9,101.3,25
