TYPE,LATITUDE,LONGITUDe,SUSTAINED WINDS
TD,16.4,159.2,25
TD,14.1,106.2,25
TD,14.7,107.3,30
TD,15.2,108.4,30
TS,15.9,109.4,35
TS,16.4,110.4,40
TS,16.8,111.4,45
TS,17.2,112,50
TS,17.3,112.7,55
TS,17.3,113.3,60
HU,17.4,113.7,65
HU,17.5,114.3,65
HU,17.6,114.8,65
TS,17.8,115.5,60
TS,18.1,116.4,55
TS,18.4,117.1,50
TS,18.7,117.9,55
TS,19,118.8,55
TS,19.4,119.7,55
TS,19.9,120.5,50
TS,20.4,121.5,50
TS,20.9,122.6,50
TS,21.4,123.6,50
TS,21.9,124.6,45
TS,22.3,125.5,45
TS,23,126.1,35
TD,23.9,126.5,30
TD,24.8,127,30
TD,25.7,127.3,30
TD,26.7,127.6,25
TD,15.5,111.8,25
TD,15.9,112.8,25
TD,16.5,114,25
TD,17,115.3,25
TD,17.3,116.6,25
TD,17.5,117.8,30
TD,17.8,119,30
TS,18,120.1,35
TS,18.4,121.1,35
TS,19,122,40
TS,19.8,123.2,35
TD,20.6,124.4,30
TD,21.3,125.3,30
TD,22.1,126.1,30
TD,22.7,127,25
TD,23.5,127.8,25
TD,12.9,102.2,25
TD,13,102.8,25
TD,13.1,103.5,25
TD,13.1,104.1,25
TD,13,104.7,30
TD,12.9,105.2,30
TD,12.8,105.8,30
TD,12.7,106.3,30
TS,12.7,106.9,35
TS,12.7,107.4,35
TS,12.8,108,35
TS,13,108.6,40
TS,13.7,109.3,55
TS,14.6,109.9,55
TS,15.7,110.3,55
TS,16.9,111.1,60
HU,17.8,112.1,65
HU,18.4,113.3,70
HU,19.1,114.5,70
HU,20,115.7,75
HU,20.8,116.9,75
HU,21.4,118.2,75
HU,21.8,119.9,70
HU,22.1,121.9,65
HU,22.4,123.7,65
TS,22.4,125,55
TS,22.3,126.4,45
TS,22,127.6,40
TS,21.8,128.5,40
TS,21.9,129,35
TD,22.2,129.5,30
TD,22.5,130,30
TD,22.9,130.1,25
TD,23.5,130.1,25
TD,24.3,130.2,25
TD,25.1,130.3,25
TD,25.7,130.4,25
TD,26,130.5,25
TD,15.8,104.1,25
TD,15.5,105,25
TD,14.8,105.5,25
TD,13.9,106.1,25
TD,13.1,106.9,25
TD,12.8,107.9,25
TD,12.6,108.9,25
TD,12.6,109.9,25
TD,12.6,110.9,25
TD,12.9,111.9,25
TD,13,112.8,25
TD,13.4,113.6,25
TD,13.7,114.6,25
TS,13.9,115.6,35
TS,14,116.7,35
TS,14.1,117.8,40
TS,14,119,45
TS,13.9,119.9,45
TS,13.9,120.7,45
TS,14,121.5,50
TS,14.1,122.2,45
TS,14.3,123.1,45
TS,14.5,124.2,45
TS,14.8,125.3,40
TS,15.2,126.6,40
TS,15.5,127.8,45
TS,15.8,128.8,45
TS,16.2,130,50
TS,16.7,130.9,50
TS,17.1,132,55
TS,17.3,133,55
HU,17.7,134.2,65
HU,18,135.3,65
HU,18.2,136.6,65
HU,18.2,138.1,75
HU,18.3,139.8,75
HU,18.5,140.6,75
HU,18.5,142,75
HU,18.5,143,75
HU,18.5,144.1,75
HU,18.6,145.2,75
HU,19.3,145.7,75
HU,19.7,145.9,75
HU,20.3,146.1,75
HU,20.9,146.2,75
HU,21.5,146.2,65
HU,22.3,146.2,65
TS,23.4,146.1,55
TS,24.2,146,45
TS,25.3,146,35
TD,26.3,145.9,30
TD,27.1,145.9,30
TD,28,146,30
TD,14.1,106.5,25
TD,14.2,107.7,25
TD,14.6,108.8,30
TD,14.8,110.1,30
TD,15,111.2,30
TD,15.3,112.1,30
TS,15.3,113,35
TS,15.1,113.9,40
TS,14.8,114.7,40
TS,14.4,115.3,40
TS,14,115.8,45
TS,13.7,116.4,50
TS,13.3,117.4,50
TS,13,118.5,50
TS,12.8,119.6,55
TS,12.7,120.7,60
TS,12.5,121.8,60
TS,12.3,123.1,60
TS,12.2,124.4,55
TS,12.1,125.9,55
TS,12.2,127,55
TS,12.4,128.1,55
TS,12.5,129.2,55
HU,12.6,130.4,65
HU,12.7,131.5,70
HU,12.8,132.6,70
HU,13,133.6,75
HU,13.3,134.5,90
HU,13.9,135.5,90
HU,14.4,136.4,100
HU,15.3,137.1,115
HU,16,137.9,120
HU,16.7,138.7,120
HU,17.2,139.4,125
HU,17.5,140.2,125
HU,18,141,125
HU,18.5,141.9,125
HU,19,142.5,110
HU,19.6,143,95
HU,20.4,143.7,80
HU,21.2,144.2,70
TS,22,144.9,60
TS,23,145.2,60
TS,24.3,145,45
TD,25.6,144.5,30
TD,12.7,95.5,25
TD,13,97,25
TD,13.1,98.1,25
TD,13.5,99.1,25
TD,13.8,100.1,30
TS,14.1,101.1,35
TS,14.5,102.1,40
TS,14.7,103.1,45
TS,15.1,104.1,45
TS,15.4,105.3,50
HU,15.5,106.4,65
HU,15.7,107.7,80
HU,15.7,108.7,100
HU,15.5,109.5,110
HU,15.5,110.2,110
HU,15.6,110.9,95
HU,15.9,111.8,95
HU,16.2,112.3,95
HU,16.6,113,90
HU,17,113.7,90
HU,17.6,114.3,90
HU,18,114.6,90
HU,18.6,115,90
HU,19.2,115.3,90
HU,19.7,115.6,90
HU,20.2,116,90
HU,20.8,116.5,90
HU,21.1,117.2,90
HU,21.4,118,75
HU,21.6,118.7,75
HU,21.9,119.6,65
HU,22.1,120.8,65
HU,22.2,122,65
TS,22.3,123,60
HU,22.2,123.8,65
HU,22,124.6,65
TS,21.6,125.4,60
TS,21,126.2,55
TS,20.6,127.2,45
TS,20.1,128.5,35
TD,19.9,129.8,30
TD,19.7,130.9,25
TD,19.4,132.3,25
TD,19.2,133.7,25
TD,18.9,135.2,25
TD,18.8,136.8,25
TD,12.2,98.5,25
TD,12.3,99.4,25
TD,12.5,100.3,30
TD,12.6,101.2,30
TS,12.7,102.1,35
TS,13,103,40
TS,13.3,104,45
TS,13.8,104.9,45
TS,14.4,105.8,50
TS,14.9,106.5,55
HU,15.4,107.1,65
HU,15.8,107.6,70
HU,16.1,108.1,75
HU,16.6,108.6,90
HU,17,109,90
HU,17.4,109.5,90
HU,17.8,110.1,95
HU,18.2,110.7,100
HU,18.4,111.2,95
HU,18.6,111.6,90
HU,18.9,112.1,90
HU,19.1,112.6,90
HU,19.4,113.1,100
HU,19.7,113.8,90
HU,20,114.4,80
HU,20.3,114.9,80
HU,20.5,115.4,80
HU,20.8,115.9,75
HU,21,116.3,70
HU,21.4,116.7,65
TS,22.1,117.4,60
TS,23,118.1,55
TS,23.9,118.9,45
TS,24.8,119.7,40
TD,25.8,120.4,30
TD,27.4,120.9,25
TD,29,121.6,25
TD,13.3,116.7,25
TD,13.8,117.1,25
TD,14.3,117.5,30
TD,14.6,117.7,30
TD,14.8,117.8,30
TD,14.9,117.9,30
TD,15,118,30
TS,15.2,118.2,35
TS,15.2,118.4,35
TS,15.1,118.6,35
TS,15,118.8,35
TS,14.8,118.9,35
TS,14.6,119,35
TD,14.4,119,30
TD,14.2,118.9,25
TD,15,106.1,25
TD,15.8,107.3,30
TS,16.8,108.1,35
TS,17.6,108.8,45
TS,18.5,109.3,50
TS,19.5,109.6,60
HU,20.5,109.7,65
HU,21.2,109.7,75
HU,22.1,109.3,80
HU,23.1,108.3,90
T,24.5,107.1,65
TD,9.7,159.5,30
TS,10.2,160.2,40
TS,10.8,160.9,40
TS,11.3,161.6,50
TS,11.9,162.3,50
TS,12.5,163,60
TS,12.9,163.4,60
HU,13.3,163.6,65
HU,13.8,163.9,75
HU,14.2,164.2,80
HU,14.9,164.2,80
HU,15.8,164.2,80
HU,16.6,164.3,75
HU,17.5,164.3,75
HU,18.3,164.5,75
HU,19.1,165,70
HU,19.9,165.6,70
HU,20.7,166.3,70
HU,21.5,166.8,70
HU,22.5,167.3,70
HU,23.4,167.7,70
HU,24.2,168.3,70
HU,25.3,168.9,70
HU,26.7,169.3,70
HU,28.4,169.6,70
HU,30,169.7,70
TS,31.8,169.8,60
TD,12,111.5,25
TD,11.8,111.9,30
TD,11.6,112.4,30
TD,11.5,113.6,30
TD,11.5,114.7,30
TD,11.4,115.8,30
TD,11.4,116.9,30
TD,11.3,117.7,30
TS,11.3,118.5,35
TS,11.6,119,45
TS,11.9,119.4,45
TS,12.3,119.7,55
TS,12.8,119.9,60
TS,13.2,120.2,60
HU,13.7,120.5,70
HU,14.3,120.8,70
HU,15,121.1,65
HU,15.7,121.2,90
HU,16.5,121.3,100
HU,17,121.4,90
HU,17.6,121,90
HU,17.7,120.6,90
HU,17.7,120,80
HU,17.7,119.6,65
HU,17.4,119.4,65
HU,17,119.2,65
TS,16.4,119,45
TS,15.8,118.8,45
TD,15,118.6,30
TD,14.5,118.6,30
TD,14,118.6,30
TD,13.5,118.5,30
TS,13.2,118.4,35
TD,12.9,118.3,30
TD,12.6,118.1,25
TD,12.3,118,25
TD,12.1,117.9,25
TD,11.7,117.8,25
TD,11.3,117.8,25
TD,10.9,117.9,25
TD,10.5,118.2,25
TD,10.2,118.6,25
TD,10.1,119.1,25
TD,10,119.6,25
TD,10,120.2,25
TD,12.6,107.5,25
TD,12.2,107.4,25
TD,11.8,107.2,25
TD,11.5,106.8,25
TD,11.3,106.4,25
TD,11,106.1,25
TD,10.7,105.6,25
TD,10.5,105.2,30
TD,10.3,105.1,30
TS,10.3,105.4,35
TS,10.7,105,35
TS,11.5,104.8,40
TS,12.4,104.7,45
TS,13.2,104.5,45
TS,14.1,104.3,45
TS,15,104,50
HU,15.8,103.6,65
HU,16.5,103,65
HU,16.6,102.2,65
TS,16.3,101.5,55
TS,16,100.8,50
TS,15.8,100,40
TD,15.5,99.2,30
TD,15.3,98.4,30
TD,15,97.7,30
TD,14.7,97.3,30
TD,14.4,97,30
TS,14.1,96.8,35
TS,14,96.4,35
TD,13.9,96,25
TD,13.9,95.5,25
TD,8.7,112.6,30
TD,8.8,113.8,30
TS,9,115.2,35
TS,9.2,116.5,35
TD,9.6,117.7,30
TD,10,118.7,25
TD,10.5,119.6,25
TD,10.7,97.6,25
TD,10.6,98.3,30
TD,10.6,99.1,30
TD,10.6,99.8,30
TD,10.6,100.5,30
TS,10.7,101.2,35
TS,10.8,101.8,35
TS,11.1,102.5,40
TS,11.6,103.2,45
TS,12.3,104.2,50
TS,13,105.4,55
TS,13.7,106.7,60
HU,14.5,107.8,70
HU,15.6,108.8,75
HU,16.6,109.7,70
HU,17.9,110.6,70
HU,19.2,111.5,65
HU,20.2,112.5,65
HU,20.9,113.1,65
TS,21.6,113.6,45
TS,22.2,114,35
TD,22.7,114.4,30
TD,23.2,114.9,30
TD,23.6,115.4,25
TD,24,115.8,20
TD,13.5,104.5,25
TD,14,105.7,30
TD,14.5,106.6,30
TD,15.1,107.5,30
TD,15.5,108.4,30
TD,16,109.3,30
TD,16.7,110,30
TD,17.4,110.8,30
TS,18.1,111.5,35
TS,18.7,112.3,35
TS,19,113.2,35
TD,19.1,114.2,30
TD,19.2,115.2,25
TD,19.2,116,25
TD,19.3,116.8,25
TD,19.4,117.6,25
TD,19.5,118.2,25
TD,10.3,115,30
TD,10.3,116.3,30
TS,10.4,117.4,35
TS,10.7,118.5,40
TS,11,119.6,45
TS,11.3,120.6,45
TS,11.6,121.6,55
TS,11.9,122.7,55
HU,12.2,123.7,65
HU,12.5,124.7,65
HU,12.8,125.8,70
HU,13,126.9,75
HU,13.4,128.1,90
HU,13.7,129.7,90
HU,13.9,131.3,90
HU,14.2,132.9,95
HU,14.6,134.6,115
HU,15,136.3,115
HU,15.2,138.2,115
HU,15.4,140.3,115
HU,15.8,142.3,115
HU,16,144.2,115
HU,16.3,146.2,105
HU,16.6,147.8,105
HU,16.8,149.4,100
HU,16.9,151,85
HU,17,152.6,85
HU,17,154.2,80
HU,17,155.9,75
TS,17,157.2,60
TS,17,158.2,45
TS,17,159,40
TS,17.1,159.8,35
TS,17.3,160.6,35
TD,17.5,161.4,30
TD,17.7,162.3,30
TD,17.9,163.2,30
TD,18.2,164.2,30
TD,18.4,165.2,30
TD,18.6,166.2,25
TD,11.1,94.9,25
TD,11.3,96.1,25
TD,11.7,97.3,25
TD,11.9,98.1,25
TD,12.1,100.1,25
TD,12.5,101.6,25
TD,12.8,103,25
TD,13.1,104.5,25
TD,13.4,106,25
TD,13.7,107.5,25
TD,13.9,109,30
TD,13.9,110.5,30
TD,14,112,30
TD,14.1,113.3,30
TS,14.1,114.6,35
TS,14.1,115.9,35
TS,14.2,117.2,35
TS,14.3,118.5,40
TS,14.5,119.9,45
TS,14.8,121.1,55
TS,15,122.3,60
TS,15.4,123.5,60
HU,15.9,124.8,65
HU,16.5,126.1,65
HU,17,127.6,65
HU,17.3,129.1,65
HU,17.6,130.4,65
HU,17.8,131.6,75
HU,18.1,132.8,75
HU,18.5,134.1,75
HU,18.9,135.3,65
HU,19.3,136.6,65
TS,19.7,137.9,50
TD,20.2,139.1,30
TD,21,140.5,30
TD,21.5,142,30
TD,22.1,143.4,30
TD,22.8,144.5,30
TD,9,133.3,30
TD,9,134.7,30
TS,8.9,136.5,35
TD,8.9,138.1,30
TD,8.7,140,30
TD,8.7,142.6,30
TD,8.7,145.4,30
TD,8.9,149,30
TD,17.3,104.3,25
TS,17.8,105.7,35
TS,18.3,107,35
TS,18.9,108.4,35
TS,19.7,109.8,35
TS,20.6,111.3,35
TS,21.6,112.7,35
TD,22.4,114,25
TD,23.2,115.2,20
TD,15.4,114,25
TD,15.5,115,25
TD,15.8,116,30
TS,16,117.5,35
TS,16.4,118.8,35
TS,16.7,120.2,45
TS,17.1,121.6,45
TS,17.7,122.9,45
TS,18.4,124.1,45
TS,19,125.2,40
TS,19.7,126.4,45
TS,20.4,127.6,45
TS,21,128.9,45
TS,21.6,130.2,40
TS,22,131.6,35
TD,22,133,30
TD,21.6,134.1,25
TD,21.1,135.1,25
TD,10,97.2,30
TS,10.2,98.5,45
TS,10.6,99.9,55
TS,11,101.2,55
HU,11.4,102.8,90
HU,11.8,104.2,90
HU,12,105.5,100
HU,12.3,106.5,100
HU,12.5,107.5,90
HU,12.8,108.6,90
HU,13,109.2,90
HU,13.3,109.6,90
HU,13.6,110,90
HU,14,110.2,80
HU,14.5,110.2,100
HU,15.1,110.1,110
HU,15.8,110.1,110
HU,16.6,110.4,110
HU,17.1,110.8,115
HU,17.6,111.4,110
HU,18,112.1,115
HU,18.5,112.8,95
HU,19.1,113.8,90
HU,19.6,115.2,85
HU,19.9,116.4,75
HU,20.1,117.7,75
HU,20.2,119.1,65
HU,20.2,120.6,65
HU,20.3,122.1,65
HU,20.4,123.5,65
HU,20.5,124.9,65
HU,20.6,126.1,65
TS,20.8,127.2,60
TS,20.9,128.1,60
TS,21.1,129.1,60
TS,21.4,130.1,60
TS,21.7,131,50
TS,22,132,40
TS,22.3,133,35
TD,22.7,133.8,30
TD,23.2,134.6,30
TD,23.8,135.5,30
TD,24.2,136.4,25
TD,24.5,137.4,25
TD,18.1,112.3,25
TD,18.1,112.7,30
TD,18.1,113.2,30
TD,18.2,113.6,30
TD,18.2,114,25
TD,18.2,114.5,30
TD,18.2,115.1,30
TD,18.3,115.7,30
TS,18.4,116.3,35
TS,18.5,117,35
TS,18.5,117.8,35
TS,18.6,118.9,35
TS,18.7,120.3,40
TS,18.8,121.7,40
TS,18.9,123,40
TS,19,124.5,35
TS,19.1,126,35
TD,19.3,127.3,30
TD,19.4,128.1,25
TD,19.5,128.8,25
TD,19.6,129.3,25
TD,19.7,129.8,25
TD,19.8,130.3,25
TD,20,130.7,25
TD,14,129.9,30
TS,14,130.9,35
TS,14,131.8,35
TS,14.1,132.8,35
TS,14.4,133.7,35
TS,15,134.7,40
TS,15.4,135.6,40
TS,16,136.3,45
TS,16.5,137,45
TS,17,137.7,40
TS,17.6,138.4,35
TS,18,139.2,35
TD,18.4,140,30
TD,18.7,140.8,30
TD,12.7,103.9,25
TD,12.5,105.4,30
TD,12.4,106.8,30
TD,12.3,108.1,30
TS,12.3,109.6,35
TS,12.4,110.8,35
TS,12.5,112.1,40
TS,12.6,113.4,45
TS,12.8,115,50
TS,13,116.6,55
TS,13.2,118.2,60
TS,13.5,119.9,60
TS,14,121.6,60
TS,14.4,123.2,60
TS,14.8,125,55
TS,14.9,126.8,45
TS,15,128.4,35
TS,15.5,129.6,35
TS,16.3,130,35
TS,17,130.3,35
TS,17.7,130.5,35
TS,18.4,130.5,35
TS,18.7,130.2,35
TS,19.1,129.9,35
TS,19.4,129.6,35
TD,19.8,129.3,30
TD,20.2,129,25
TD,20.5,129.8,25
TD,12.4,94.5,25
TD,12.7,95.8,25
TD,12.9,97,25
TD,13.3,98.2,25
TD,13.6,99.6,25
TD,14.1,101,30
TS,14.8,102,35
TS,15.3,102.9,40
TS,15.9,103.8,45
TS,16.7,104.6,45
TS,17.5,105.2,50
HU,18.5,105.9,65
HU,19.4,106.4,65
HU,20.3,106.8,65
HU,21.2,107.3,65
HU,22,107.7,65
HU,22.8,108.4,65
HU,23.6,109.1,65
HU,24.5,109.7,70
HU,25.2,109.9,75
HU,26.1,109.9,65
HU,26.7,109.8,65
TS,27.3,109.7,50
TD,12,138.7,25
TD,12.4,138.9,30
TS,12.9,139.2,35
TS,13.2,139.5,35
HU,13.6,140,65
HU,14.2,140.3,65
HU,14.8,140.3,70
HU,15.4,140.4,70
HU,16,140.7,70
HU,16.4,140.9,70
HU,16.7,141.2,65
TS,16.9,141.8,60
TS,17,142.3,50
TS,17,142.9,45
TS,17,143.6,35
TD,16.9,144.3,30
TD,16.8,145,25
TD,11.5,93,25
TD,11.5,94.6,25
TD,11.6,96.2,25
TD,11.8,97.9,25
TD,12.4,99.4,30
TD,13,100.7,30
TD,13.7,102,30
TD,14.5,103.3,30
TS,15.4,104.5,35
TS,16.3,105.6,35
TS,17.2,106.6,35
TS,18,107.3,40
HU,18.9,108,70
HU,19.7,108.7,70
HU,20.5,109.1,75
HU,21.5,109.2,80
HU,22.5,109.1,85
HU,23.7,108.9,80
HU,25.1,108.6,80
TD,27.2,107.3,25
TD,10.2,92.7,25
TD,10.3,94.1,30
TS,10.5,95.3,35
TS,10.7,96.8,40
TS,10.8,98,45
TS,11,99.6,50
HU,11.3,101,65
HU,11.5,102.6,75
HU,11.7,104.1,85
HU,11.9,105.3,90
HU,12.1,106.5,100
HU,12.3,107.7,110
HU,12.7,108.8,115
HU,13,109.4,120
HU,13.4,110.1,125
HU,13.8,110.7,125
HU,14.4,111.3,125
HU,15.2,111.7,115
HU,16.1,112.1,115
HU,17.1,112,90
HU,18.1,111.6,75
HU,19.1,111.1,75
HU,20.2,110.5,75
HU,20.8,109.8,65
HU,21.4,109,65
HU,22,108.1,65
HU,22.7,107.1,65
T,23.5,106,45
TD,11.6,96.3,30
TS,11.8,97.5,35
TS,12.3,98.1,40
TS,12.8,98.7,35
TS,12.9,99.5,35
TD,12.2,99.8,30
TD,12.4,98.8,25
TD,13.5,98.6,20
TD,12.9,115.9,30
TD,13.1,116.6,30
TD,13.4,117.2,30
TS,13.8,117.8,35
TS,14.2,118.4,35
TS,14.6,119,35
TS,15.2,119.7,35
TS,15.8,120.5,40
TS,16.5,121.5,45
TS,17.5,122.5,45
TS,18.4,124,40
TS,19.2,125.5,35
TD,19.9,126.9,30
TD,20.3,128.5,25
TD,20.5,129.8,20
TD,12.6,101.8,25
TD,12.8,103,30
TS,13.1,104.1,35
TS,13.4,105.2,35
TS,13.9,106.3,35
TS,14.2,107.3,40
TS,14.5,108.7,45
TS,14.7,110.4,45
TS,14.8,111.7,45
TS,14.8,113.2,45
TS,14.8,114.7,50
TS,14.8,116,55
TS,14.8,117.3,55
TS,14.9,118.4,45
TS,15.1,119.5,35
TD,15.2,120.3,30
TD,15.7,121,30
TD,16.3,121.6,25
TD,17,122.2,20
TD,15.3,102.5,25
TD,15.5,103.8,30
TS,15.8,105,35
TS,16.2,106.3,35
TS,16.5,107.5,35
TS,16.8,108.5,35
TS,16.9,109.3,35
TS,17,110.2,35
TS,17.2,111,40
TS,17.5,111.8,40
TS,17.9,112.4,50
TS,18.4,113,50
TS,18.8,113.6,45
TS,19.2,114,45
TS,19.8,114.6,40
TS,20.2,115.1,35
TS,20.7,115.6,35
TD,21.2,116,30
TD,21.7,116.2,30
TD,22.3,116.4,25
TD,21.7,116.6,25
TD,11,97,25
TD,11.2,98.4,25
TD,11.7,99.6,30
TS,12.3,100.7,35
TS,12.9,101.3,35
TS,13.6,101.8,40
TS,14.3,102.1,45
TS,15.1,102.4,50
TS,15.6,102.6,55
TS,15.9,103,60
HU,16.2,103.5,65
HU,16.7,103.8,75
HU,17.7,104.2,80
HU,18.5,104.6,85
HU,19.4,105,80
TS,20,105.2,50
TS,20.7,105.7,40
TD,21.4,105.9,30
TD,22,106.3,20
TD,11.8,131,25
TD,12,132.2,25
TD,12.1,133.6,30
TD,12.2,135,30
TS,12.3,136.4,35
TS,12.4,137.8,45
TS,12.5,138.9,45
TS,12.6,139.8,55
TS,12.7,140.7,55
TS,12.8,141.7,55
TS,12.9,142.5,55
TS,13,143.3,45
TS,13.1,144.3,45
TS,13.3,145.4,45
TS,13.5,146.7,45
TS,13.7,148,40
TS,13.7,148.6,40
TS,13.7,149.2,35
TD,13.6,149.7,30
TD,13.5,150.3,30
TD,13.3,151.2,30
TD,13.1,152.3,30
TD,12.9,153.2,25
TD,12.8,154.2,25
TD,12.6,155.4,25
TD,12.5,156.7,25
TD,12.4,157.7,25
TD,12.5,158.7,25
TD,12.6,159.6,25
TD,12.7,160.5,25
TD,11.8,101,25
TD,12.3,101.2,25
TD,12.7,101.4,30
TD,13.2,101.7,30
TD,14,102.2,30
TD,14.7,103.2,30
TS,14.8,104.3,40
TS,14.9,105.5,45
TS,15,106.6,45
TS,15.5,107.7,45
TS,16.3,108.7,50
TS,16.9,109.5,50
TS,17.5,110.4,50
TS,18,111.2,55
TS,18.5,111.8,55
HU,19.1,112.5,65
HU,19.8,113.3,70
HU,20.4,114.3,70
HU,21,115.4,65
TS,21.3,116.7,60
TS,21.4,117.9,60
TS,21.5,119,55
TS,21.6,119.9,45
TD,21.6,120.9,30
TD,21.6,121.9,30
TD,21.6,122.7,25
TD,21.6,123.5,25
TD,21.6,124,20
TD,10.7,92.4,25
TD,11,93.4,30
TD,11.4,94.4,30
TS,11.7,95.3,35
TS,11.9,96.3,40
TS,12.1,97.2,45
TS,12.3,98.2,55
HU,12.5,99.3,65
HU,12.7,100.3,70
HU,13,101.6,75
HU,13.4,102.8,80
HU,13.8,104,90
HU,14.2,105.2,100
HU,14.6,106.4,105
HU,14.9,107.5,105
HU,15.2,108.4,105
HU,15.4,109.4,90
HU,15.6,110.4,85
HU,15.9,111.3,80
HU,16.2,112.2,85
HU,16.7,113.1,95
HU,17,114,95
HU,17.5,114.8,90
HU,18.2,115.7,85
HU,18.8,116.9,75
HU,19.2,117.9,65
HU,19.6,118.7,65
TS,20,119.5,60
TS,20.5,120.2,60
TS,21.2,120.8,60
TS,21.5,121.3,55
TS,21.7,121.9,45
TS,21.9,122.6,35
TD,22.1,123.3,30
TD,22.4,123.9,30
TD,10.1,90.2,30
TS,10.4,90.9,35
TS,10.8,91.7,35
TS,11.4,92.4,35
TS,12,93.1,45
TS,12.6,93.8,45
TS,12.9,94.4,50
TS,13.2,95,45
TS,13.4,95.7,45
TS,13.7,96.4,50
TS,14.1,97,50
TS,14.7,98.1,45
TS,15.3,99.1,55
TS,15.8,100.2,55
TS,16.2,101.3,55
TS,16.5,102.1,55
TS,16.9,103,55
TS,17.1,104,55
TS,17.2,105,55
TS,17.2,105.6,55
TS,17.2,106.4,55
TS,17.2,107.1,45
TD,17.2,107.9,25
TD,13.4,119.5,30
TD,13.2,120.6,30
TD,13,121.4,30
TS,12.8,122.1,35
TS,12.6,122.8,35
TS,12.3,123.6,35
TS,12.1,124.6,35
TS,11.8,125.7,35
TS,11.8,126.8,40
TS,11.9,127.8,40
TS,11.9,128.6,50
TS,12.1,129.3,55
HU,12.4,129.9,65
HU,12.8,130.4,70
HU,13.2,131.1,70
HU,13.7,131.6,80
HU,14.1,132.2,90
HU,14.4,132.8,90
HU,14.6,133.5,75
HU,14.8,134,75
HU,14.9,134.6,75
HU,15.1,135.4,75
HU,15.1,136.3,75
HU,15.1,137.5,75
HU,15.1,138.9,65
TS,15,140.5,45
TS,15,142,40
TS,15,143.8,40
TD,14.7,145.6,30
TD,14.3,147.2,30
TD,14.1,148.9,30
TD,13.9,150.9,30
TD,13.8,153,30
TD,13.8,155,25
TD,9.5,147,25
TS,9.4,148.2,35
TS,9.4,149.4,40
TS,9.6,150.8,40
TS,9.9,152,40
TS,10.4,153,40
TS,11,154.2,40
TS,11.6,155.5,50
TS,12.1,156.7,50
TS,12.4,157.4,50
TS,12.8,158.1,50
TS,13.2,159,45
TS,13.5,159.8,40
TS,13.5,160.6,40
TD,13.4,161.3,30
TD,13.1,162,20
TD,10.3,118.9,30
TD,10.2,120.2,30
TS,10.2,121.5,35
TS,10.2,122.8,35
TS,10.3,124.1,35
TS,10.3,125.2,35
TD,10.3,126.5,30
TD,10.3,127.7,25
TD,10.3,129.2,20
TD,12.5,102.6,25
TD,12.9,103.7,30
TS,13.5,104.6,35
TS,14,105.7,40
TS,14.6,106.8,45
TS,15.3,107.8,45
TS,16,109,45
TS,16.4,110.2,55
TS,16.5,111.1,55
TS,16.6,111.9,55
TS,16.7,112.6,60
HU,16.9,113.5,70
HU,17.4,114.3,75
HU,17.8,115,75
HU,18.2,115.8,65
TS,18.5,116.4,60
TS,18.8,117.2,50
TS,19.2,117.4,45
TS,19.6,117.7,35
TD,20,118.1,25
TD,20.4,118.4,25
TD,11.3,100,25
TD,11.2,101.3,30
TS,11.1,102.7,35
TS,11.1,104,45
TS,11.2,105.1,45
TS,11.3,106.3,50
TS,11.5,107.3,60
HU,11.8,108.4,65
HU,12.2,109.3,70
HU,12.6,110.1,80
HU,13.1,111.3,90
HU,13.5,112,100
HU,13.9,113.9,105
HU,14.2,115,115
HU,14.6,116,125
HU,15.1,116.8,135
HU,15.9,117.5,135
HU,16.7,118.1,135
HU,17.5,118.6,135
HU,18,119,115
HU,18.7,119.2,105
HU,19.4,119.6,100
HU,19.9,120.1,90
HU,20.4,120.5,75
HU,20.8,121,65
TS,21.3,121.7,45
TS,21.6,122.5,35
TD,21.7,123.1,30
TD,21.8,123.4,25
TD,15.4,107.4,25
TD,16.2,108.2,25
TD,16.8,109,30
TD,17.4,109.7,30
TD,17.8,110.3,30
TS,18.2,111,35
TS,18.4,111.6,35
TS,18.7,112,35
TS,18.9,112.4,35
TS,19,112.9,35
TS,19.3,113.2,35
TS,19.7,113.3,40
HU,19.9,113.4,65
HU,20.2,113.5,65
TS,20.5,113.5,60
TS,20.9,113.5,55
TS,21.4,113.3,45
TS,21.9,113.2,50
TS,22.5,113,50
TS,23.2,113,45
TS,23.5,113,45
TD,23.8,112.8,30
TD,24,112.7,30
TD,24.1,112.4,25
TD,24.2,112,25
TD,10.2,119.5,30
TD,10.5,119.9,30
TD,11,120.1,30
TS,11.4,120.3,35
TS,11.8,120.4,45
TS,12.5,120.6,55
HU,13.2,120.8,65
HU,13.7,121.2,90
HU,14.1,121.6,90
HU,14.5,121.8,100
HU,14.8,122.2,100
HU,15.1,122.7,100
HU,15.4,123.2,100
HU,15.7,123.7,90
HU,16.1,124.5,90
HU,16.4,125,90
HU,16.7,125.7,100
HU,16.9,126.4,100
HU,17.1,126.9,95
HU,17.4,127.7,80
HU,17.4,128.7,80
HU,17.4,129.7,75
TS,17.3,131,55
TS,17.3,132.4,35
TD,17.2,134.1,30
TD,17.2,135.7,30
TD,17.3,137.4,30
TD,17.5,138.7,25
TD,10.8,173.5,30
TS,10.5,174.5,40
TS,10.4,175.4,45
TS,10.9,176,45
TS,11.5,176.6,50
